------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.5.0.2 port 5001 connected with 10.1.0.2 port 43844
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   593 KBytes  4.86 Mbits/sec   0.948 ms    9/  422 (2.1%)
[  3]  1.0- 2.0 sec   594 KBytes  4.87 Mbits/sec   0.922 ms    0/  414 (0%)
[  3]  2.0- 3.0 sec   587 KBytes  4.81 Mbits/sec   1.037 ms    0/  409 (0%)
[  3]  3.0- 4.0 sec   540 KBytes  4.42 Mbits/sec   0.352 ms  279/  655 (43%)
[  3]  4.0- 5.0 sec   570 KBytes  4.67 Mbits/sec   0.302 ms  292/  689 (42%)
[  3]  5.0- 6.0 sec   548 KBytes  4.49 Mbits/sec   0.411 ms  297/  679 (44%)
[  3]  6.0- 7.0 sec   423 KBytes  3.47 Mbits/sec   0.780 ms  235/  530 (44%)
[  3]  7.0- 8.0 sec   413 KBytes  3.39 Mbits/sec   1.082 ms  240/  528 (45%)
[  3]  8.0- 9.0 sec   428 KBytes  3.50 Mbits/sec   0.934 ms  229/  527 (43%)
[  3]  9.0-10.0 sec   406 KBytes  3.33 Mbits/sec   0.757 ms  269/  552 (49%)
[  3] 10.0-11.0 sec   421 KBytes  3.45 Mbits/sec   0.817 ms  241/  534 (45%)
[  3] 11.0-12.0 sec   462 KBytes  3.79 Mbits/sec   0.474 ms  265/  587 (45%)
[  3] 12.0-13.0 sec   299 KBytes  2.45 Mbits/sec   0.375 ms  464/  672 (69%)
[  3] 13.0-14.0 sec   477 KBytes  3.90 Mbits/sec   1.123 ms  371/  703 (53%)
[  3] 14.0-15.0 sec   558 KBytes  4.57 Mbits/sec   0.899 ms  352/  741 (48%)
[  3] 15.0-16.0 sec   511 KBytes  4.19 Mbits/sec   1.043 ms  285/  641 (44%)
[  3] 16.0-17.0 sec   501 KBytes  4.10 Mbits/sec   0.530 ms  278/  627 (44%)
[  3] 17.0-18.0 sec   355 KBytes  2.90 Mbits/sec   0.310 ms  449/  696 (65%)
[  3] 18.0-19.0 sec   224 KBytes  1.83 Mbits/sec   0.462 ms  517/  673 (77%)
[  3] 19.0-20.0 sec   245 KBytes  2.01 Mbits/sec   0.327 ms  512/  683 (75%)
[  3] 20.0-21.0 sec   491 KBytes  4.02 Mbits/sec   1.298 ms  319/  661 (48%)
[  3] 21.0-22.0 sec   523 KBytes  4.28 Mbits/sec   0.724 ms  342/  706 (48%)
[  3] 22.0-23.0 sec   541 KBytes  4.43 Mbits/sec   0.597 ms  292/  669 (44%)
[  3] 23.0-24.0 sec   534 KBytes  4.37 Mbits/sec   0.552 ms  310/  682 (45%)
