------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.7.0.1 port 5001 connected with 10.6.0.1 port 57456
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   366 KBytes  3.00 Mbits/sec   0.037 ms    0/  255 (0%)
[  3]  1.0- 2.0 sec   366 KBytes  3.00 Mbits/sec   0.051 ms    0/  255 (0%)
[  3]  2.0- 3.0 sec   366 KBytes  3.00 Mbits/sec   0.036 ms    0/  255 (0%)
[  3]  3.0- 4.0 sec   366 KBytes  3.00 Mbits/sec   0.012 ms    0/  255 (0%)
[  3]  4.0- 5.0 sec   366 KBytes  3.00 Mbits/sec   0.060 ms    0/  255 (0%)
[  3]  5.0- 6.0 sec   366 KBytes  3.00 Mbits/sec   0.036 ms    0/  255 (0%)
[  3]  6.0- 7.0 sec   297 KBytes  2.43 Mbits/sec   0.917 ms    0/  207 (0%)
[  3]  7.0- 8.0 sec   294 KBytes  2.41 Mbits/sec   1.081 ms    0/  205 (0%)
[  3]  8.0- 9.0 sec   296 KBytes  2.42 Mbits/sec   0.918 ms    0/  206 (0%)
[  3]  9.0-10.0 sec   297 KBytes  2.43 Mbits/sec   0.919 ms    0/  207 (0%)
[  3] 10.0-11.0 sec   297 KBytes  2.43 Mbits/sec   0.922 ms    0/  207 (0%)
[  3] 11.0-12.0 sec   294 KBytes  2.41 Mbits/sec   1.054 ms    0/  205 (0%)
[  3] 12.0-13.0 sec   207 KBytes  1.69 Mbits/sec   0.276 ms   93/  237 (39%)
[  3] 13.0-14.0 sec   164 KBytes  1.34 Mbits/sec   0.293 ms  144/  258 (56%)
[  3] 14.0-15.0 sec   162 KBytes  1.33 Mbits/sec   0.256 ms  141/  254 (56%)
[  3] 15.0-16.0 sec   168 KBytes  1.38 Mbits/sec   0.279 ms  140/  257 (54%)
[  3] 16.0-17.0 sec   159 KBytes  1.31 Mbits/sec   0.292 ms  142/  253 (56%)
[  3] 17.0-18.0 sec   167 KBytes  1.36 Mbits/sec   0.331 ms  139/  255 (55%)
[  3] 18.0-19.0 sec   161 KBytes  1.32 Mbits/sec   0.264 ms  145/  257 (56%)
[  3] 19.0-20.0 sec   167 KBytes  1.36 Mbits/sec   0.268 ms  138/  254 (54%)
[  3] 20.0-21.0 sec   161 KBytes  1.32 Mbits/sec   0.275 ms  141/  253 (56%)
[  3] 21.0-22.0 sec   155 KBytes  1.27 Mbits/sec   0.269 ms  146/  254 (57%)
[  3] 22.0-23.0 sec   165 KBytes  1.35 Mbits/sec   0.304 ms  143/  258 (55%)
[  3] 23.0-24.0 sec   165 KBytes  1.35 Mbits/sec   0.493 ms  147/  262 (56%)
[  3] 24.0-25.0 sec   167 KBytes  1.36 Mbits/sec   0.600 ms  141/  257 (55%)
[  3] 25.0-26.0 sec   181 KBytes  1.48 Mbits/sec   0.511 ms  133/  259 (51%)
[  3] 26.0-27.0 sec   185 KBytes  1.52 Mbits/sec   0.540 ms  125/  254 (49%)
[  3] 27.0-28.0 sec   182 KBytes  1.49 Mbits/sec   0.651 ms  127/  254 (50%)
[  3] 28.0-29.0 sec   198 KBytes  1.62 Mbits/sec   0.975 ms  119/  257 (46%)
[  3] 29.0-30.0 sec   177 KBytes  1.45 Mbits/sec   0.586 ms  134/  257 (52%)
[  3] 30.0-31.0 sec   169 KBytes  1.39 Mbits/sec   0.561 ms  134/  252 (53%)
[  3] 31.0-32.0 sec   192 KBytes  1.58 Mbits/sec   0.707 ms  120/  254 (47%)
[  3] 32.0-33.0 sec   181 KBytes  1.48 Mbits/sec   0.550 ms  130/  256 (51%)
[  3] 33.0-34.0 sec   182 KBytes  1.49 Mbits/sec   0.533 ms  128/  255 (50%)
[  3] 34.0-35.0 sec   184 KBytes  1.51 Mbits/sec   0.624 ms  125/  253 (49%)
[  3] 35.0-36.0 sec   182 KBytes  1.49 Mbits/sec   0.547 ms  125/  252 (50%)
[  3] 36.0-37.0 sec   167 KBytes  1.36 Mbits/sec   0.621 ms  145/  261 (56%)
[  3] 37.0-38.0 sec   187 KBytes  1.53 Mbits/sec   0.487 ms  124/  254 (49%)
[  3] 38.0-39.0 sec   177 KBytes  1.45 Mbits/sec   0.582 ms  132/  255 (52%)
[  3] 39.0-40.0 sec   172 KBytes  1.41 Mbits/sec   0.618 ms  137/  257 (53%)
[  3] 40.0-41.0 sec   172 KBytes  1.41 Mbits/sec   0.511 ms  133/  253 (53%)
[  3] 41.0-42.0 sec   189 KBytes  1.55 Mbits/sec   0.465 ms  123/  255 (48%)
[  3] 42.0-43.0 sec   185 KBytes  1.52 Mbits/sec   0.525 ms  127/  256 (50%)
[  3] 43.0-44.0 sec   177 KBytes  1.45 Mbits/sec   0.554 ms  126/  249 (51%)
[  3] 44.0-45.0 sec   191 KBytes  1.56 Mbits/sec   0.594 ms  128/  261 (49%)
[  3] 45.0-46.0 sec   175 KBytes  1.43 Mbits/sec   0.644 ms  131/  253 (52%)
[  3] 46.0-47.0 sec   194 KBytes  1.59 Mbits/sec   0.827 ms  119/  254 (47%)
[  3] 47.0-48.0 sec   181 KBytes  1.48 Mbits/sec   0.597 ms  131/  257 (51%)
[  3] 48.0-49.0 sec   177 KBytes  1.45 Mbits/sec   0.605 ms  133/  256 (52%)
[  3] 49.0-50.0 sec   179 KBytes  1.47 Mbits/sec   0.401 ms  130/  255 (51%)
[  3] 50.0-51.0 sec   177 KBytes  1.45 Mbits/sec   0.548 ms  132/  255 (52%)
[  3] 51.0-52.0 sec   197 KBytes  1.61 Mbits/sec   0.527 ms  116/  253 (46%)
[  3] 52.0-53.0 sec   171 KBytes  1.40 Mbits/sec   0.483 ms  137/  256 (54%)
[  3] 53.0-54.0 sec   189 KBytes  1.55 Mbits/sec   0.603 ms  124/  256 (48%)
