------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.6.0.1 port 5001 connected with 10.2.0.1 port 33815
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   488 KBytes  4.00 Mbits/sec   0.041 ms    0/  340 (0%)
[  3]  1.0- 2.0 sec   488 KBytes  4.00 Mbits/sec   0.007 ms    0/  340 (0%)
[  3]  2.0- 3.0 sec   488 KBytes  4.00 Mbits/sec   0.013 ms    0/  340 (0%)
[  3]  3.0- 4.0 sec   488 KBytes  4.00 Mbits/sec   0.011 ms    0/  340 (0%)
[  3]  4.0- 5.0 sec   488 KBytes  4.00 Mbits/sec   0.024 ms    0/  340 (0%)
[  3]  5.0- 6.0 sec   490 KBytes  4.01 Mbits/sec   0.011 ms    0/  341 (0%)
[  3]  6.0- 7.0 sec   395 KBytes  3.23 Mbits/sec   0.688 ms    0/  275 (0%)
[  3]  7.0- 8.0 sec   396 KBytes  3.25 Mbits/sec   0.691 ms    0/  276 (0%)
[  3]  8.0- 9.0 sec   395 KBytes  3.23 Mbits/sec   0.723 ms    0/  275 (0%)
[  3]  9.0-10.0 sec   396 KBytes  3.25 Mbits/sec   0.712 ms    0/  276 (0%)
[  3] 10.0-11.0 sec   395 KBytes  3.23 Mbits/sec   0.689 ms    0/  275 (0%)
[  3] 11.0-12.0 sec   392 KBytes  3.21 Mbits/sec   0.689 ms    0/  273 (0%)
[  3] 12.0-13.0 sec   300 KBytes  2.46 Mbits/sec   0.293 ms  108/  317 (34%)
[  3] 13.0-14.0 sec   212 KBytes  1.74 Mbits/sec   0.221 ms  194/  342 (57%)
[  3] 14.0-15.0 sec   212 KBytes  1.74 Mbits/sec   0.316 ms  191/  339 (56%)
[  3] 15.0-16.0 sec   212 KBytes  1.74 Mbits/sec   0.233 ms  193/  341 (57%)
[  3] 16.0-17.0 sec   211 KBytes  1.73 Mbits/sec   0.220 ms  192/  339 (57%)
[  3] 17.0-18.0 sec   212 KBytes  1.74 Mbits/sec   0.350 ms  189/  337 (56%)
[  3] 18.0-19.0 sec   233 KBytes  1.91 Mbits/sec   0.314 ms  183/  345 (53%)
[  3] 19.0-20.0 sec   214 KBytes  1.75 Mbits/sec   0.231 ms  190/  339 (56%)
[  3] 20.0-21.0 sec   211 KBytes  1.73 Mbits/sec   0.224 ms  194/  341 (57%)
[  3] 21.0-22.0 sec   215 KBytes  1.76 Mbits/sec   0.241 ms  190/  340 (56%)
[  3] 22.0-23.0 sec   215 KBytes  1.76 Mbits/sec   0.296 ms  189/  339 (56%)
[  3] 23.0-24.0 sec   208 KBytes  1.71 Mbits/sec   0.245 ms  191/  336 (57%)
[  3] 24.0-25.0 sec   237 KBytes  1.94 Mbits/sec   0.292 ms  181/  346 (52%)
[  3] 25.0-26.0 sec   214 KBytes  1.75 Mbits/sec   0.228 ms  190/  339 (56%)
[  3] 26.0-27.0 sec   211 KBytes  1.73 Mbits/sec   0.221 ms  192/  339 (57%)
[  3] 27.0-28.0 sec   217 KBytes  1.78 Mbits/sec   0.361 ms  191/  342 (56%)
[  3] 28.0-29.0 sec   211 KBytes  1.73 Mbits/sec   0.237 ms  192/  339 (57%)
