------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.6.0.1 port 5001 connected with 10.2.0.1 port 33815
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   488 KBytes  4.00 Mbits/sec   0.041 ms    0/  340 (0%)
[  3]  1.0- 2.0 sec   488 KBytes  4.00 Mbits/sec   0.007 ms    0/  340 (0%)
[  3]  2.0- 3.0 sec   488 KBytes  4.00 Mbits/sec   0.013 ms    0/  340 (0%)
[  3]  3.0- 4.0 sec   488 KBytes  4.00 Mbits/sec   0.011 ms    0/  340 (0%)
[  3]  4.0- 5.0 sec   488 KBytes  4.00 Mbits/sec   0.024 ms    0/  340 (0%)
[  3]  5.0- 6.0 sec   490 KBytes  4.01 Mbits/sec   0.011 ms    0/  341 (0%)
[  3]  6.0- 7.0 sec   395 KBytes  3.23 Mbits/sec   0.688 ms    0/  275 (0%)
[  3]  7.0- 8.0 sec   396 KBytes  3.25 Mbits/sec   0.691 ms    0/  276 (0%)
[  3]  8.0- 9.0 sec   395 KBytes  3.23 Mbits/sec   0.723 ms    0/  275 (0%)
[  3]  9.0-10.0 sec   396 KBytes  3.25 Mbits/sec   0.712 ms    0/  276 (0%)
[  3] 10.0-11.0 sec   395 KBytes  3.23 Mbits/sec   0.689 ms    0/  275 (0%)
[  3] 29.0-30.0 sec   212 KBytes  1.74 Mbits/sec   0.325 ms  193/  341 (57%)
[  3] 30.0-31.0 sec   215 KBytes  1.76 Mbits/sec   0.231 ms  189/  339 (56%)
[  3] 31.0-32.0 sec   217 KBytes  1.78 Mbits/sec   0.252 ms  191/  342 (56%)
[  3] 32.0-33.0 sec   214 KBytes  1.75 Mbits/sec   0.354 ms  190/  339 (56%)
[  3] 33.0-34.0 sec   217 KBytes  1.78 Mbits/sec   0.229 ms  190/  341 (56%)
[  3] 34.0-35.0 sec   212 KBytes  1.74 Mbits/sec   0.255 ms  189/  337 (56%)
[  3] 35.0-36.0 sec   230 KBytes  1.88 Mbits/sec   0.448 ms  183/  343 (53%)
[  3] 36.0-37.0 sec   212 KBytes  1.74 Mbits/sec   0.249 ms  191/  339 (56%)
[  3] 37.0-38.0 sec   218 KBytes  1.79 Mbits/sec   0.370 ms  190/  342 (56%)
[  3] 38.0-39.0 sec   211 KBytes  1.73 Mbits/sec   0.244 ms  192/  339 (57%)
[  3] 39.0-40.0 sec   208 KBytes  1.71 Mbits/sec   0.290 ms  191/  336 (57%)
[  3] 40.0-41.0 sec   227 KBytes  1.86 Mbits/sec   0.942 ms  186/  344 (54%)
[  3] 41.0-42.0 sec   217 KBytes  1.78 Mbits/sec   0.250 ms  190/  341 (56%)
[  3] 42.0-43.0 sec   215 KBytes  1.76 Mbits/sec   0.319 ms  191/  341 (56%)
[  3] 43.0-44.0 sec   215 KBytes  1.76 Mbits/sec   0.226 ms  184/  334 (55%)
[  3] 44.0-45.0 sec   233 KBytes  1.91 Mbits/sec   0.221 ms  182/  344 (53%)
[  3] 45.0-46.0 sec   214 KBytes  1.75 Mbits/sec   0.231 ms  192/  341 (56%)
[  3] 46.0-47.0 sec   211 KBytes  1.73 Mbits/sec   0.912 ms  190/  337 (56%)
[  3] 47.0-48.0 sec   212 KBytes  1.74 Mbits/sec   0.363 ms  191/  339 (56%)
[  3] 48.0-49.0 sec   225 KBytes  1.85 Mbits/sec   0.220 ms  186/  343 (54%)
[  3] 49.0-50.0 sec   217 KBytes  1.78 Mbits/sec   0.250 ms  191/  342 (56%)
[  3] 50.0-51.0 sec   212 KBytes  1.74 Mbits/sec   0.234 ms  191/  339 (56%)
[  3] 51.0-52.0 sec   208 KBytes  1.71 Mbits/sec   0.267 ms  192/  337 (57%)
[  3] 52.0-53.0 sec   230 KBytes  1.88 Mbits/sec   0.335 ms  184/  344 (53%)
[  3] 53.0-54.0 sec   211 KBytes  1.73 Mbits/sec   0.238 ms  192/  339 (57%)
[  3] 54.0-55.0 sec   211 KBytes  1.73 Mbits/sec   0.221 ms  195/  342 (57%)
[  3] 55.0-56.0 sec   211 KBytes  1.73 Mbits/sec   0.243 ms  187/  334 (56%)
[  3] 56.0-57.0 sec   230 KBytes  1.88 Mbits/sec   0.245 ms  184/  344 (53%)
[  3] 57.0-58.0 sec   215 KBytes  1.76 Mbits/sec   0.374 ms  192/  342 (56%)
[  3] 58.0-59.0 sec   214 KBytes  1.75 Mbits/sec   0.264 ms  190/  339 (56%)
[  3] 59.0-60.0 sec   211 KBytes  1.73 Mbits/sec   0.581 ms  190/  337 (56%)
[  3] 60.0-61.0 sec   215 KBytes  1.76 Mbits/sec   0.239 ms  191/  341 (56%)
[  3] 61.0-62.0 sec   235 KBytes  1.93 Mbits/sec   0.250 ms  180/  344 (52%)
[  3] 62.0-63.0 sec   215 KBytes  1.76 Mbits/sec   0.283 ms  189/  339 (56%)
[  3] 63.0-64.0 sec   212 KBytes  1.74 Mbits/sec   0.259 ms  193/  341 (57%)
[  3] 64.0-65.0 sec   214 KBytes  1.75 Mbits/sec   0.310 ms  188/  337 (56%)
[  3] 65.0-66.0 sec   215 KBytes  1.76 Mbits/sec   1.066 ms  191/  341 (56%)
[  3] 66.0-67.0 sec   230 KBytes  1.88 Mbits/sec   0.210 ms  180/  340 (53%)
[  3] 67.0-68.0 sec   217 KBytes  1.78 Mbits/sec   0.224 ms  191/  342 (56%)
[  3] 68.0-69.0 sec   212 KBytes  1.74 Mbits/sec   0.259 ms  191/  339 (56%)
[  3] 69.0-70.0 sec   214 KBytes  1.75 Mbits/sec   0.224 ms  193/  342 (56%)
[  3] 70.0-71.0 sec   214 KBytes  1.75 Mbits/sec   0.477 ms  190/  339 (56%)
[  3] 71.0-72.0 sec   215 KBytes  1.76 Mbits/sec   0.242 ms  191/  341 (56%)
[  3] 72.0-73.0 sec   233 KBytes  1.91 Mbits/sec   0.407 ms  184/  346 (53%)
[  3] 73.0-74.0 sec   230 KBytes  1.88 Mbits/sec   0.450 ms  183/  343 (53%)
[  3] 74.0-75.0 sec   237 KBytes  1.94 Mbits/sec   0.481 ms  175/  340 (51%)
[  3] 75.0-76.0 sec   234 KBytes  1.92 Mbits/sec   0.465 ms  179/  342 (52%)
[  3] 76.0-77.0 sec   231 KBytes  1.89 Mbits/sec   0.618 ms  180/  341 (53%)
[  3] 77.0-78.0 sec   230 KBytes  1.88 Mbits/sec   0.517 ms  175/  335 (52%)
[  3] 78.0-79.0 sec   248 KBytes  2.03 Mbits/sec   0.684 ms  172/  345 (50%)
[  3] 79.0-80.0 sec   241 KBytes  1.98 Mbits/sec   0.580 ms  172/  340 (51%)
[  3] 80.0-81.0 sec   240 KBytes  1.96 Mbits/sec   0.516 ms  171/  338 (51%)
[  3] 81.0-82.0 sec   237 KBytes  1.94 Mbits/sec   0.473 ms  174/  339 (51%)
[  3] 82.0-83.0 sec   234 KBytes  1.92 Mbits/sec   0.460 ms  179/  342 (52%)
[  3] 83.0-84.0 sec   235 KBytes  1.93 Mbits/sec   0.467 ms  174/  338 (51%)
[  3] 84.0-85.0 sec   248 KBytes  2.03 Mbits/sec   0.398 ms  170/  343 (50%)
[  3] 85.0-86.0 sec   234 KBytes  1.92 Mbits/sec   0.427 ms  174/  337 (52%)
[  3] 86.0-87.0 sec   241 KBytes  1.98 Mbits/sec   0.422 ms  174/  342 (51%)
[  3] 87.0-88.0 sec   235 KBytes  1.93 Mbits/sec   0.351 ms  175/  339 (52%)
[  3] 88.0-89.0 sec   231 KBytes  1.89 Mbits/sec   0.459 ms  182/  343 (53%)
[  3] 89.0-90.0 sec   238 KBytes  1.95 Mbits/sec   0.565 ms  174/  340 (51%)
[  3] 90.0-91.0 sec   235 KBytes  1.93 Mbits/sec   0.474 ms  176/  340 (52%)
[  3] 91.0-92.0 sec   238 KBytes  1.95 Mbits/sec   0.735 ms  174/  340 (51%)
[  3] 92.0-93.0 sec   238 KBytes  1.95 Mbits/sec   0.628 ms  172/  338 (51%)
[  3] 93.0-94.0 sec   231 KBytes  1.89 Mbits/sec   0.484 ms  181/  342 (53%)
[  3] 94.0-95.0 sec   233 KBytes  1.91 Mbits/sec   0.478 ms  173/  335 (52%)
[  3] 95.0-96.0 sec   253 KBytes  2.07 Mbits/sec   0.733 ms  170/  346 (49%)
[  3] 96.0-97.0 sec   238 KBytes  1.95 Mbits/sec   0.564 ms  172/  338 (51%)
[  3] 97.0-98.0 sec   233 KBytes  1.91 Mbits/sec   0.560 ms  180/  342 (53%)
[  3] 98.0-99.0 sec   245 KBytes  2.01 Mbits/sec   0.540 ms  167/  338 (49%)
[  3] 99.0-100.0 sec   243 KBytes  1.99 Mbits/sec   0.599 ms  170/  339 (50%)
[  3] 100.0-101.0 sec   247 KBytes  2.02 Mbits/sec   1.118 ms  169/  341 (50%)
[  3] 101.0-102.0 sec   237 KBytes  1.94 Mbits/sec   0.530 ms  175/  340 (51%)
[  3] 102.0-103.0 sec   241 KBytes  1.98 Mbits/sec   0.735 ms  174/  342 (51%)
[  3] 103.0-104.0 sec   243 KBytes  1.99 Mbits/sec   0.751 ms  167/  336 (50%)
[  3] 104.0-105.0 sec   250 KBytes  2.05 Mbits/sec   0.645 ms  170/  344 (49%)
[  3] 105.0-106.0 sec   238 KBytes  1.95 Mbits/sec   0.596 ms  175/  341 (51%)
[  3] 106.0-107.0 sec   234 KBytes  1.92 Mbits/sec   0.720 ms  177/  340 (52%)
[  3] 107.0-108.0 sec   241 KBytes  1.98 Mbits/sec   0.732 ms  167/  335 (50%)
[  3] 108.0-109.0 sec   248 KBytes  2.03 Mbits/sec   0.498 ms  172/  345 (50%)
[  3] 109.0-110.0 sec   241 KBytes  1.98 Mbits/sec   0.675 ms  170/  338 (50%)
[  3] 110.0-111.0 sec   237 KBytes  1.94 Mbits/sec   0.821 ms  177/  342 (52%)
[  3] 111.0-112.0 sec   234 KBytes  1.92 Mbits/sec   0.647 ms  174/  337 (52%)
[  3] 112.0-113.0 sec   253 KBytes  2.07 Mbits/sec   0.440 ms  170/  346 (49%)
[  3] 113.0-114.0 sec   238 KBytes  1.95 Mbits/sec   0.465 ms  172/  338 (51%)
[  3] 114.0-115.0 sec   235 KBytes  1.93 Mbits/sec   0.527 ms  178/  342 (52%)
[  3] 115.0-116.0 sec   224 KBytes  1.83 Mbits/sec   0.407 ms  178/  334 (53%)
[  3] 116.0-117.0 sec   251 KBytes  2.06 Mbits/sec   0.461 ms  169/  344 (49%)
[  3] 117.0-118.0 sec   240 KBytes  1.96 Mbits/sec   0.557 ms  175/  342 (51%)
[  3] 118.0-119.0 sec   241 KBytes  1.98 Mbits/sec   0.465 ms  168/  336 (50%)
[  3] 119.0-120.0 sec   240 KBytes  1.96 Mbits/sec   0.767 ms  171/  338 (51%)
[  3] 120.0-121.0 sec   240 KBytes  1.96 Mbits/sec   0.542 ms  174/  341 (51%)
[  3] 121.0-122.0 sec   253 KBytes  2.07 Mbits/sec   0.390 ms  166/  342 (49%)
[  3] 122.0-123.0 sec   237 KBytes  1.94 Mbits/sec   0.541 ms  174/  339 (51%)
[  3] 123.0-124.0 sec   240 KBytes  1.96 Mbits/sec   0.477 ms  175/  342 (51%)
[  3] 124.0-125.0 sec   235 KBytes  1.93 Mbits/sec   0.758 ms  174/  338 (51%)
[  3] 125.0-126.0 sec   243 KBytes  1.99 Mbits/sec   1.476 ms  170/  339 (50%)
[  3] 126.0-127.0 sec   261 KBytes  2.14 Mbits/sec   0.421 ms  161/  343 (47%)
[  3] 127.0-128.0 sec   241 KBytes  1.98 Mbits/sec   0.395 ms  171/  339 (50%)
[  3] 128.0-129.0 sec   238 KBytes  1.95 Mbits/sec   0.509 ms  175/  341 (51%)
[  3] 129.0-130.0 sec   233 KBytes  1.91 Mbits/sec   0.588 ms  176/  338 (52%)
[  3] 130.0-131.0 sec   235 KBytes  1.93 Mbits/sec   0.492 ms  177/  341 (52%)
[  3] 131.0-132.0 sec   238 KBytes  1.95 Mbits/sec   0.533 ms  172/  338 (51%)
[  3] 132.0-133.0 sec   244 KBytes  2.00 Mbits/sec   0.447 ms  175/  345 (51%)
[  3] 133.0-134.0 sec   237 KBytes  1.94 Mbits/sec   0.472 ms  166/  331 (50%)
[  3] 134.0-135.0 sec   220 KBytes  1.80 Mbits/sec   0.245 ms  186/  339 (55%)
[  3] 135.0-136.0 sec   210 KBytes  1.72 Mbits/sec   0.229 ms  193/  339 (57%)
[  3]  0.0-136.4 sec  32.9 MBytes  2.02 Mbits/sec   0.425 ms 22496/45980 (49%)
[  3]  0.0-136.4 sec  1 datagrams received out-of-order
