------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.2.0.1 port 5001 connected with 10.3.0.2 port 43532
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   488 KBytes  4.00 Mbits/sec   0.008 ms    0/  340 (0%)
[  3]  1.0- 2.0 sec   488 KBytes  4.00 Mbits/sec   0.014 ms    0/  340 (0%)
[  3]  2.0- 3.0 sec   488 KBytes  4.00 Mbits/sec   0.087 ms    0/  340 (0%)
[  3]  3.0- 4.0 sec   488 KBytes  4.00 Mbits/sec   0.015 ms    0/  340 (0%)
[  3]  4.0- 5.0 sec   488 KBytes  4.00 Mbits/sec   0.026 ms    0/  340 (0%)
[  3]  5.0- 6.0 sec   490 KBytes  4.01 Mbits/sec   0.012 ms    0/  341 (0%)
[  3]  6.0- 7.0 sec   396 KBytes  3.25 Mbits/sec   0.689 ms    0/  276 (0%)
[  3]  7.0- 8.0 sec   395 KBytes  3.23 Mbits/sec   0.688 ms    0/  275 (0%)
[  3]  8.0- 9.0 sec   393 KBytes  3.22 Mbits/sec   0.737 ms    0/  274 (0%)
[  3]  9.0-10.0 sec   395 KBytes  3.23 Mbits/sec   0.687 ms    0/  275 (0%)
[  3] 10.0-11.0 sec   396 KBytes  3.25 Mbits/sec   0.690 ms    0/  276 (0%)
[  3] 39.0-40.0 sec   488 KBytes  4.00 Mbits/sec   0.598 ms    0/  340 (0%)
[  3] 40.0-41.0 sec   482 KBytes  3.95 Mbits/sec   0.581 ms    2/  338 (0.59%)
[  3] 41.0-42.0 sec   490 KBytes  4.01 Mbits/sec   0.638 ms    2/  343 (0.58%)
[  3] 42.0-43.0 sec   487 KBytes  3.99 Mbits/sec   0.604 ms    2/  341 (0.59%)
[  3] 43.0-44.0 sec   485 KBytes  3.97 Mbits/sec   0.628 ms    4/  342 (1.2%)
[  3] 44.0-45.0 sec   481 KBytes  3.94 Mbits/sec   0.753 ms    6/  341 (1.8%)
[  3] 45.0-46.0 sec   481 KBytes  3.94 Mbits/sec   0.695 ms    4/  339 (1.2%)
[  3] 46.0-47.0 sec   485 KBytes  3.97 Mbits/sec   0.581 ms    5/  343 (1.5%)
[  3] 47.0-48.0 sec   482 KBytes  3.95 Mbits/sec   0.582 ms    4/  340 (1.2%)
[  3] 48.0-49.0 sec   478 KBytes  3.92 Mbits/sec   0.711 ms    7/  340 (2.1%)
[  3] 49.0-50.0 sec   481 KBytes  3.94 Mbits/sec   0.752 ms    5/  340 (1.5%)
[  3] 50.0-51.0 sec   479 KBytes  3.93 Mbits/sec   0.603 ms    4/  338 (1.2%)
[  3] 51.0-52.0 sec   477 KBytes  3.90 Mbits/sec   0.625 ms    9/  341 (2.6%)
[  3] 52.0-53.0 sec   484 KBytes  3.96 Mbits/sec   0.606 ms    3/  340 (0.88%)
[  3] 53.0-54.0 sec   485 KBytes  3.97 Mbits/sec   0.609 ms    3/  341 (0.88%)
[  3] 54.0-55.0 sec   482 KBytes  3.95 Mbits/sec   0.774 ms    3/  339 (0.88%)
[  3] 55.0-56.0 sec   481 KBytes  3.94 Mbits/sec   0.601 ms    7/  342 (2%)
[  3] 56.0-57.0 sec   477 KBytes  3.90 Mbits/sec   0.627 ms    6/  338 (1.8%)
[  3] 57.0-58.0 sec   482 KBytes  3.95 Mbits/sec   0.625 ms    7/  343 (2%)
[  3] 58.0-59.0 sec   478 KBytes  3.92 Mbits/sec   0.600 ms    5/  338 (1.5%)
[  3] 59.0-60.0 sec   485 KBytes  3.97 Mbits/sec   0.715 ms    4/  342 (1.2%)
[  3] 60.0-61.0 sec   474 KBytes  3.88 Mbits/sec   0.678 ms   11/  341 (3.2%)
[  3] 61.0-62.0 sec   481 KBytes  3.94 Mbits/sec   0.591 ms    3/  338 (0.89%)
[  3] 62.0-63.0 sec   478 KBytes  3.92 Mbits/sec   0.617 ms    5/  338 (1.5%)
[  3] 63.0-64.0 sec   479 KBytes  3.93 Mbits/sec   0.637 ms    6/  340 (1.8%)
[  3] 64.0-65.0 sec   482 KBytes  3.95 Mbits/sec   0.713 ms    7/  343 (2%)
[  3] 65.0-66.0 sec   477 KBytes  3.90 Mbits/sec   0.616 ms    7/  339 (2.1%)
[  3] 66.0-67.0 sec   482 KBytes  3.95 Mbits/sec   0.593 ms    6/  342 (1.8%)
[  3] 67.0-68.0 sec   482 KBytes  3.95 Mbits/sec   0.677 ms    3/  339 (0.88%)
[  3] 68.0-69.0 sec   479 KBytes  3.93 Mbits/sec   0.613 ms    5/  339 (1.5%)
[  3] 69.0-70.0 sec   482 KBytes  3.95 Mbits/sec   0.631 ms    3/  339 (0.88%)
[  3] 70.0-71.0 sec   479 KBytes  3.93 Mbits/sec   0.583 ms    9/  343 (2.6%)
[  3] 71.0-72.0 sec   479 KBytes  3.93 Mbits/sec   0.591 ms    6/  340 (1.8%)
[  3] 72.0-73.0 sec   481 KBytes  3.94 Mbits/sec   0.653 ms    4/  339 (1.2%)
[  3] 73.0-74.0 sec   484 KBytes  3.96 Mbits/sec   0.613 ms    3/  340 (0.88%)
[  3] 74.0-75.0 sec   482 KBytes  3.95 Mbits/sec   0.694 ms    2/  338 (0.59%)
[  3] 75.0-76.0 sec   485 KBytes  3.97 Mbits/sec   0.631 ms    7/  345 (2%)
[  3] 76.0-77.0 sec   481 KBytes  3.94 Mbits/sec   0.625 ms    5/  340 (1.5%)
[  3] 77.0-78.0 sec   478 KBytes  3.92 Mbits/sec   0.635 ms    6/  339 (1.8%)
[  3] 78.0-79.0 sec   478 KBytes  3.92 Mbits/sec   0.580 ms    6/  339 (1.8%)
[  3] 79.0-80.0 sec   478 KBytes  3.92 Mbits/sec   1.037 ms    5/  338 (1.5%)
[  3] 80.0-81.0 sec   482 KBytes  3.95 Mbits/sec   0.708 ms    4/  340 (1.2%)
[  3] 81.0-82.0 sec   477 KBytes  3.90 Mbits/sec   0.563 ms   12/  344 (3.5%)
[  3] 82.0-83.0 sec   477 KBytes  3.90 Mbits/sec   0.665 ms    6/  338 (1.8%)
[  3] 83.0-84.0 sec   481 KBytes  3.94 Mbits/sec   0.598 ms    7/  342 (2%)
[  3] 84.0-85.0 sec   482 KBytes  3.95 Mbits/sec   0.825 ms    5/  341 (1.5%)
[  3] 85.0-86.0 sec   481 KBytes  3.94 Mbits/sec   0.613 ms    0/  335 (0%)
[  3] 86.0-87.0 sec   478 KBytes  3.92 Mbits/sec   0.583 ms   10/  343 (2.9%)
[  3] 87.0-88.0 sec   482 KBytes  3.95 Mbits/sec   0.580 ms    5/  341 (1.5%)
[  3] 88.0-89.0 sec   478 KBytes  3.92 Mbits/sec   0.591 ms    5/  338 (1.5%)
[  3] 89.0-90.0 sec   477 KBytes  3.90 Mbits/sec   0.769 ms    8/  340 (2.4%)
[  3] 90.0-91.0 sec   482 KBytes  3.95 Mbits/sec   0.677 ms    7/  343 (2%)
[  3] 91.0-92.0 sec   481 KBytes  3.94 Mbits/sec   0.668 ms    5/  340 (1.5%)
[  3] 92.0-93.0 sec   477 KBytes  3.90 Mbits/sec   0.625 ms    4/  336 (1.2%)
[  3] 93.0-94.0 sec   482 KBytes  3.95 Mbits/sec   0.614 ms    6/  342 (1.8%)
[  3] 94.0-95.0 sec   487 KBytes  3.99 Mbits/sec   0.781 ms    3/  342 (0.88%)
[  3] 95.0-96.0 sec   482 KBytes  3.95 Mbits/sec   0.624 ms    6/  342 (1.8%)
[  3] 96.0-97.0 sec   472 KBytes  3.87 Mbits/sec   0.603 ms    7/  336 (2.1%)
[  3] 97.0-98.0 sec   481 KBytes  3.94 Mbits/sec   0.599 ms    6/  341 (1.8%)
[  3] 98.0-99.0 sec   481 KBytes  3.94 Mbits/sec   0.618 ms    6/  341 (1.8%)
[  3] 99.0-100.0 sec   484 KBytes  3.96 Mbits/sec   0.652 ms    2/  339 (0.59%)
[  3] 100.0-101.0 sec   479 KBytes  3.93 Mbits/sec   0.621 ms    5/  339 (1.5%)
[  3] 101.0-102.0 sec   478 KBytes  3.92 Mbits/sec   0.670 ms   10/  343 (2.9%)
[  3] 102.0-103.0 sec   484 KBytes  3.96 Mbits/sec   0.584 ms    2/  339 (0.59%)
[  3] 103.0-104.0 sec   482 KBytes  3.95 Mbits/sec   0.631 ms    3/  339 (0.88%)
[  3] 104.0-105.0 sec   484 KBytes  3.96 Mbits/sec   0.754 ms    0/  337 (0%)
[  3] 105.0-106.0 sec   485 KBytes  3.97 Mbits/sec   0.596 ms    0/  338 (0%)
[  3]  0.0-106.4 sec  49.6 MBytes  3.92 Mbits/sec   0.636 ms  352/35763 (0.98%)
[  3]  0.0-106.4 sec  1 datagrams received out-of-order
