------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.6.0.2 port 5001 connected with 10.5.0.1 port 53024
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   732 KBytes  6.00 Mbits/sec   0.010 ms    0/  510 (0%)
[  3]  1.0- 2.0 sec   732 KBytes  6.00 Mbits/sec   0.005 ms    0/  510 (0%)
[  3]  2.0- 3.0 sec   732 KBytes  6.00 Mbits/sec   0.004 ms    0/  510 (0%)
[  3]  3.0- 4.0 sec   734 KBytes  6.01 Mbits/sec   0.004 ms    0/  511 (0%)
[  3]  4.0- 5.0 sec   732 KBytes  6.00 Mbits/sec   0.005 ms    0/  510 (0%)
[  3]  5.0- 6.0 sec   732 KBytes  6.00 Mbits/sec   0.005 ms    0/  510 (0%)
[  3]  6.0- 7.0 sec   594 KBytes  4.87 Mbits/sec   0.460 ms    0/  414 (0%)
[  3]  7.0- 8.0 sec   593 KBytes  4.86 Mbits/sec   0.459 ms    0/  413 (0%)
[  3]  8.0- 9.0 sec   594 KBytes  4.87 Mbits/sec   0.463 ms    0/  414 (0%)
[  3]  9.0-10.0 sec   589 KBytes  4.82 Mbits/sec   0.465 ms    0/  410 (0%)
[  3] 10.0-11.0 sec   593 KBytes  4.86 Mbits/sec   0.458 ms    0/  413 (0%)
[  3] 11.0-12.0 sec   594 KBytes  4.87 Mbits/sec   0.460 ms    0/  414 (0%)
[  3] 12.0-13.0 sec   502 KBytes  4.12 Mbits/sec   0.336 ms  126/  476 (26%)
[  3] 13.0-14.0 sec   457 KBytes  3.74 Mbits/sec   0.336 ms  193/  511 (38%)
[  3] 14.0-15.0 sec   454 KBytes  3.72 Mbits/sec   0.351 ms  193/  509 (38%)
[  3] 15.0-16.0 sec   454 KBytes  3.72 Mbits/sec   0.374 ms  191/  507 (38%)
[  3] 16.0-17.0 sec   465 KBytes  3.81 Mbits/sec   0.334 ms  189/  513 (37%)
[  3] 17.0-18.0 sec   457 KBytes  3.74 Mbits/sec   0.344 ms  193/  511 (38%)
[  3] 18.0-19.0 sec   455 KBytes  3.73 Mbits/sec   0.341 ms  193/  510 (38%)
[  3] 19.0-20.0 sec   455 KBytes  3.73 Mbits/sec   0.331 ms  194/  511 (38%)
[  3] 20.0-21.0 sec   452 KBytes  3.70 Mbits/sec   0.369 ms  191/  506 (38%)
[  3] 21.0-22.0 sec   461 KBytes  3.77 Mbits/sec   0.335 ms  192/  513 (37%)
[  3] 22.0-23.0 sec   457 KBytes  3.74 Mbits/sec   0.423 ms  193/  511 (38%)
[  3] 23.0-24.0 sec   454 KBytes  3.72 Mbits/sec   0.389 ms  194/  510 (38%)
