------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.5.0.1 port 5001 connected with 10.2.0.1 port 50868
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   488 KBytes  4.00 Mbits/sec   0.013 ms    0/  340 (0%)
[  3]  1.0- 2.0 sec   488 KBytes  4.00 Mbits/sec   0.012 ms    0/  340 (0%)
[  3]  2.0- 3.0 sec   488 KBytes  4.00 Mbits/sec   0.005 ms    0/  340 (0%)
[  3]  3.0- 4.0 sec   488 KBytes  4.00 Mbits/sec   0.011 ms    0/  340 (0%)
[  3]  4.0- 5.0 sec   488 KBytes  4.00 Mbits/sec   0.013 ms    0/  340 (0%)
[  3]  5.0- 6.0 sec   488 KBytes  4.00 Mbits/sec   0.005 ms    0/  340 (0%)
[  3]  6.0- 7.0 sec   398 KBytes  3.26 Mbits/sec   0.689 ms    0/  277 (0%)
[  3]  7.0- 8.0 sec   392 KBytes  3.21 Mbits/sec   0.693 ms    0/  273 (0%)
[  3]  8.0- 9.0 sec   396 KBytes  3.25 Mbits/sec   0.689 ms    0/  276 (0%)
[  3]  9.0-10.0 sec   395 KBytes  3.23 Mbits/sec   0.689 ms    0/  275 (0%)
[  3] 10.0-11.0 sec   396 KBytes  3.25 Mbits/sec   0.687 ms    0/  276 (0%)
[  3] 24.0-25.0 sec   488 KBytes  4.00 Mbits/sec   0.574 ms    0/  340 (0%)
[  3] 25.0-26.0 sec   490 KBytes  4.01 Mbits/sec   0.594 ms    0/  341 (0%)
[  3] 26.0-27.0 sec   488 KBytes  4.00 Mbits/sec   0.598 ms    0/  340 (0%)
[  3] 27.0-28.0 sec   482 KBytes  3.95 Mbits/sec   1.083 ms    0/  336 (0%)
[  3] 28.0-29.0 sec   490 KBytes  4.01 Mbits/sec   0.588 ms    0/  341 (0%)
[  3] 29.0-30.0 sec   490 KBytes  4.01 Mbits/sec   0.609 ms    2/  343 (0.58%)
[  3] 30.0-31.0 sec   488 KBytes  4.00 Mbits/sec   0.594 ms    0/  340 (0%)
[  3] 31.0-32.0 sec   488 KBytes  4.00 Mbits/sec   0.571 ms    0/  340 (0%)
[  3] 32.0-33.0 sec   488 KBytes  4.00 Mbits/sec   0.598 ms    0/  340 (0%)
[  3] 33.0-34.0 sec   488 KBytes  4.00 Mbits/sec   0.596 ms    0/  340 (0%)
[  3] 34.0-35.0 sec   484 KBytes  3.96 Mbits/sec   0.595 ms    0/  337 (0%)
[  3] 35.0-36.0 sec   487 KBytes  3.99 Mbits/sec   0.595 ms    5/  344 (1.5%)
[  3] 36.0-37.0 sec   488 KBytes  4.00 Mbits/sec   0.607 ms    0/  340 (0%)
[  3] 37.0-38.0 sec   488 KBytes  4.00 Mbits/sec   0.609 ms    0/  340 (0%)
[  3] 38.0-39.0 sec   488 KBytes  4.00 Mbits/sec   0.630 ms    0/  340 (0%)
[  3] 39.0-40.0 sec   488 KBytes  4.00 Mbits/sec   0.630 ms    0/  340 (0%)
[  3] 40.0-41.0 sec   484 KBytes  3.96 Mbits/sec   0.598 ms    1/  338 (0.3%)
[  3] 41.0-42.0 sec   488 KBytes  4.00 Mbits/sec   0.552 ms    3/  343 (0.87%)
[  3] 42.0-43.0 sec   488 KBytes  4.00 Mbits/sec   0.619 ms    0/  340 (0%)
[  3] 43.0-44.0 sec   488 KBytes  4.00 Mbits/sec   0.617 ms    0/  340 (0%)
[  3] 44.0-45.0 sec   488 KBytes  4.00 Mbits/sec   0.631 ms    0/  340 (0%)
[  3] 45.0-46.0 sec   485 KBytes  3.97 Mbits/sec   0.652 ms    0/  338 (0%)
[  3] 46.0-47.0 sec   488 KBytes  4.00 Mbits/sec   0.652 ms    0/  340 (0%)
[  3] 47.0-48.0 sec   491 KBytes  4.02 Mbits/sec   0.597 ms    0/  342 (0%)
[  3] 48.0-49.0 sec   488 KBytes  4.00 Mbits/sec   0.612 ms    0/  340 (0%)
[  3] 49.0-50.0 sec   490 KBytes  4.01 Mbits/sec   0.590 ms    0/  341 (0%)
[  3] 50.0-51.0 sec   488 KBytes  4.00 Mbits/sec   0.631 ms    0/  340 (0%)
[  3] 51.0-52.0 sec   484 KBytes  3.96 Mbits/sec   0.670 ms    0/  337 (0%)
[  3] 52.0-53.0 sec   492 KBytes  4.03 Mbits/sec   0.704 ms    0/  343 (0%)
[  3] 53.0-54.0 sec   488 KBytes  4.00 Mbits/sec   0.721 ms    0/  340 (0%)
[  3] 54.0-55.0 sec   487 KBytes  3.99 Mbits/sec   0.683 ms    1/  340 (0.29%)
[  3] 55.0-56.0 sec   490 KBytes  4.01 Mbits/sec   0.608 ms    0/  341 (0%)
[  3] 56.0-57.0 sec   484 KBytes  3.96 Mbits/sec   0.585 ms    0/  337 (0%)
[  3] 57.0-58.0 sec   490 KBytes  4.01 Mbits/sec   0.772 ms    2/  343 (0.58%)
[  3] 58.0-59.0 sec   488 KBytes  4.00 Mbits/sec   0.693 ms    0/  340 (0%)
[  3] 59.0-60.0 sec   484 KBytes  3.96 Mbits/sec   0.819 ms    0/  337 (0%)
[  3] 60.0-61.0 sec   488 KBytes  4.00 Mbits/sec   0.865 ms    0/  340 (0%)
[  3] 61.0-62.0 sec   491 KBytes  4.02 Mbits/sec   0.822 ms    1/  343 (0.29%)
[  3] 62.0-63.0 sec   488 KBytes  4.00 Mbits/sec   0.604 ms    0/  340 (0%)
[  3] 63.0-64.0 sec   485 KBytes  3.97 Mbits/sec   0.583 ms    0/  338 (0%)
[  3] 64.0-65.0 sec   491 KBytes  4.02 Mbits/sec   0.630 ms    1/  343 (0.29%)
[  3] 65.0-66.0 sec   488 KBytes  4.00 Mbits/sec   0.589 ms    0/  340 (0%)
[  3] 66.0-67.0 sec   488 KBytes  4.00 Mbits/sec   0.557 ms    0/  340 (0%)
[  3] 67.0-68.0 sec   485 KBytes  3.97 Mbits/sec   0.586 ms    0/  338 (0%)
[  3] 68.0-69.0 sec   490 KBytes  4.01 Mbits/sec   0.669 ms    1/  342 (0.29%)
[  3] 69.0-70.0 sec   488 KBytes  4.00 Mbits/sec   0.600 ms    0/  340 (0%)
[  3] 70.0-71.0 sec   490 KBytes  4.01 Mbits/sec   0.581 ms    0/  341 (0%)
[  3] 71.0-72.0 sec   487 KBytes  3.99 Mbits/sec   0.593 ms    0/  339 (0%)
[  3] 72.0-73.0 sec   485 KBytes  3.97 Mbits/sec   0.586 ms    0/  338 (0%)
[  3] 73.0-74.0 sec   491 KBytes  4.02 Mbits/sec   0.654 ms    1/  343 (0.29%)
[  3] 74.0-75.0 sec   490 KBytes  4.01 Mbits/sec   0.574 ms    0/  341 (0%)
[  3] 75.0-76.0 sec   487 KBytes  3.99 Mbits/sec   0.584 ms    0/  339 (0%)
[  3] 76.0-77.0 sec   487 KBytes  3.99 Mbits/sec   0.607 ms    0/  339 (0%)
[  3] 77.0-78.0 sec   497 KBytes  4.07 Mbits/sec   0.606 ms    1/  347 (0.29%)
[  3] 78.0-79.0 sec   490 KBytes  4.01 Mbits/sec   0.646 ms    6/  347 (1.7%)
[  3] 79.0-80.0 sec   481 KBytes  3.94 Mbits/sec   0.612 ms    5/  340 (1.5%)
[  3] 80.0-81.0 sec   488 KBytes  4.00 Mbits/sec   0.604 ms    2/  342 (0.58%)
[  3] 81.0-82.0 sec   481 KBytes  3.94 Mbits/sec   0.601 ms    3/  338 (0.89%)
[  3] 82.0-83.0 sec   481 KBytes  3.94 Mbits/sec   0.647 ms    9/  344 (2.6%)
[  3] 83.0-84.0 sec   477 KBytes  3.90 Mbits/sec   0.660 ms    5/  337 (1.5%)
[  3] 84.0-85.0 sec   487 KBytes  3.99 Mbits/sec   0.605 ms    2/  341 (0.59%)
[  3] 85.0-86.0 sec   481 KBytes  3.94 Mbits/sec   0.593 ms    5/  340 (1.5%)
[  3] 86.0-87.0 sec   481 KBytes  3.94 Mbits/sec   0.633 ms    6/  341 (1.8%)
[  3] 87.0-88.0 sec   474 KBytes  3.88 Mbits/sec   1.098 ms    6/  336 (1.8%)
[  3] 88.0-89.0 sec   481 KBytes  3.94 Mbits/sec   0.663 ms    3/  338 (0.89%)
[  3] 89.0-90.0 sec   484 KBytes  3.96 Mbits/sec   0.642 ms    7/  344 (2%)
[  3] 90.0-91.0 sec   488 KBytes  4.00 Mbits/sec   0.656 ms    2/  342 (0.58%)
[  3] 91.0-92.0 sec   490 KBytes  4.01 Mbits/sec   0.601 ms    1/  342 (0.29%)
[  3] 92.0-93.0 sec   482 KBytes  3.95 Mbits/sec   0.661 ms    4/  340 (1.2%)
[  3] 93.0-94.0 sec   479 KBytes  3.93 Mbits/sec   0.599 ms    5/  339 (1.5%)
[  3] 94.0-95.0 sec   477 KBytes  3.90 Mbits/sec   0.610 ms    6/  338 (1.8%)
[  3] 95.0-96.0 sec   484 KBytes  3.96 Mbits/sec   0.670 ms    6/  343 (1.7%)
[  3] 96.0-97.0 sec   481 KBytes  3.94 Mbits/sec   0.675 ms    3/  338 (0.89%)
[  3] 97.0-98.0 sec   487 KBytes  3.99 Mbits/sec   0.582 ms    2/  341 (0.59%)
[  3] 98.0-99.0 sec   484 KBytes  3.96 Mbits/sec   0.597 ms    4/  341 (1.2%)
[  3] 99.0-100.0 sec   484 KBytes  3.96 Mbits/sec   0.685 ms    2/  339 (0.59%)
[  3] 100.0-101.0 sec   484 KBytes  3.96 Mbits/sec   0.616 ms    1/  338 (0.3%)
[  3] 101.0-102.0 sec   481 KBytes  3.94 Mbits/sec   0.648 ms    7/  342 (2%)
[  3] 102.0-103.0 sec   482 KBytes  3.95 Mbits/sec   0.611 ms    3/  339 (0.88%)
[  3] 103.0-104.0 sec   481 KBytes  3.94 Mbits/sec   0.656 ms    5/  340 (1.5%)
[  3] 104.0-105.0 sec   487 KBytes  3.99 Mbits/sec   0.591 ms    3/  342 (0.88%)
[  3] 105.0-106.0 sec   481 KBytes  3.94 Mbits/sec   0.650 ms    2/  337 (0.59%)
[  3] 106.0-107.0 sec   484 KBytes  3.96 Mbits/sec   0.642 ms    4/  341 (1.2%)
[  3] 107.0-108.0 sec   482 KBytes  3.95 Mbits/sec   0.623 ms    4/  340 (1.2%)
[  3] 108.0-109.0 sec   488 KBytes  4.00 Mbits/sec   0.593 ms    2/  342 (0.58%)
[  3] 109.0-110.0 sec   487 KBytes  3.99 Mbits/sec   0.675 ms    2/  341 (0.59%)
[  3] 110.0-111.0 sec   482 KBytes  3.95 Mbits/sec   0.599 ms    3/  339 (0.88%)
[  3] 111.0-112.0 sec   479 KBytes  3.93 Mbits/sec   0.707 ms    3/  337 (0.89%)
[  3] 112.0-113.0 sec   485 KBytes  3.97 Mbits/sec   0.606 ms    5/  343 (1.5%)
[  3] 113.0-114.0 sec   479 KBytes  3.93 Mbits/sec   0.710 ms    5/  339 (1.5%)
[  3] 114.0-115.0 sec   487 KBytes  3.99 Mbits/sec   0.591 ms    3/  342 (0.88%)
[  3] 115.0-116.0 sec   479 KBytes  3.93 Mbits/sec   0.643 ms    6/  340 (1.8%)
[  3] 116.0-117.0 sec   477 KBytes  3.90 Mbits/sec   0.631 ms    6/  338 (1.8%)
[  3] 117.0-118.0 sec   485 KBytes  3.97 Mbits/sec   0.597 ms    4/  342 (1.2%)
[  3] 118.0-119.0 sec   488 KBytes  4.00 Mbits/sec   0.584 ms    0/  340 (0%)
[  3] 119.0-120.0 sec   482 KBytes  3.95 Mbits/sec   0.674 ms    2/  338 (0.59%)
[  3] 120.0-121.0 sec   478 KBytes  3.92 Mbits/sec   0.643 ms    3/  336 (0.89%)
[  3] 121.0-122.0 sec   490 KBytes  4.01 Mbits/sec   0.567 ms    7/  348 (2%)
[  3] 122.0-123.0 sec   484 KBytes  3.96 Mbits/sec   0.625 ms    3/  340 (0.88%)
[  3] 123.0-124.0 sec   472 KBytes  3.87 Mbits/sec   0.723 ms    7/  336 (2.1%)
[  3] 124.0-125.0 sec   482 KBytes  3.95 Mbits/sec   0.684 ms    9/  345 (2.6%)
[  3] 125.0-126.0 sec   482 KBytes  3.95 Mbits/sec   0.599 ms    4/  340 (1.2%)
[  3] 126.0-127.0 sec   481 KBytes  3.94 Mbits/sec   0.599 ms    4/  339 (1.2%)
[  3] 127.0-128.0 sec   484 KBytes  3.96 Mbits/sec   0.673 ms    3/  340 (0.88%)
[  3] 128.0-129.0 sec   478 KBytes  3.92 Mbits/sec   0.684 ms    9/  342 (2.6%)
[  3] 129.0-130.0 sec   482 KBytes  3.95 Mbits/sec   0.594 ms    2/  338 (0.59%)
[  3] 130.0-131.0 sec   485 KBytes  3.97 Mbits/sec   0.600 ms    2/  340 (0.59%)
[  3] 131.0-132.0 sec   487 KBytes  3.99 Mbits/sec   0.630 ms    2/  341 (0.59%)
[  3] 132.0-133.0 sec   482 KBytes  3.95 Mbits/sec   0.597 ms    1/  337 (0.3%)
[  3] 133.0-134.0 sec   474 KBytes  3.88 Mbits/sec   0.595 ms   13/  343 (3.8%)
[  3] 134.0-135.0 sec   488 KBytes  4.00 Mbits/sec   0.632 ms    1/  341 (0.29%)
[  3] 135.0-136.0 sec   481 KBytes  3.94 Mbits/sec   0.673 ms    4/  339 (1.2%)
[  3] 136.0-137.0 sec   479 KBytes  3.93 Mbits/sec   0.734 ms    5/  339 (1.5%)
[  3] 137.0-138.0 sec   484 KBytes  3.96 Mbits/sec   0.660 ms    4/  341 (1.2%)
[  3] 138.0-139.0 sec   479 KBytes  3.93 Mbits/sec   0.604 ms    2/  336 (0.6%)
[  3] 139.0-140.0 sec   475 KBytes  3.89 Mbits/sec   0.595 ms    0/  331 (0%)
[  3] 140.0-141.0 sec   488 KBytes  4.00 Mbits/sec   0.644 ms    0/  340 (0%)
[  3] 141.0-142.0 sec   484 KBytes  3.96 Mbits/sec   0.592 ms    0/  337 (0%)
[  3]  0.0-142.4 sec  67.0 MBytes  3.94 Mbits/sec   1.192 ms  268/48025 (0.56%)
