------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.3.0.1 port 5001 connected with 10.2.0.1 port 39746
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   366 KBytes  3.00 Mbits/sec   0.015 ms    0/  255 (0%)
[  3]  1.0- 2.0 sec   366 KBytes  3.00 Mbits/sec   0.220 ms    0/  255 (0%)
[  3]  2.0- 3.0 sec   366 KBytes  3.00 Mbits/sec   0.013 ms    0/  255 (0%)
[  3]  3.0- 4.0 sec   366 KBytes  3.00 Mbits/sec   0.088 ms    0/  255 (0%)
[  3]  4.0- 5.0 sec   366 KBytes  3.00 Mbits/sec   0.009 ms    0/  255 (0%)
[  3]  5.0- 6.0 sec   366 KBytes  3.00 Mbits/sec   0.015 ms    0/  255 (0%)
[  3]  6.0- 7.0 sec   297 KBytes  2.43 Mbits/sec   0.917 ms    0/  207 (0%)
[  3]  7.0- 8.0 sec   297 KBytes  2.43 Mbits/sec   0.918 ms    0/  207 (0%)
[  3]  8.0- 9.0 sec   294 KBytes  2.41 Mbits/sec   0.935 ms    0/  205 (0%)
[  3]  9.0-10.0 sec   297 KBytes  2.43 Mbits/sec   0.917 ms    0/  207 (0%)
[  3] 10.0-11.0 sec   297 KBytes  2.43 Mbits/sec   0.919 ms    0/  207 (0%)
[  3] 24.0-25.0 sec   334 KBytes  2.74 Mbits/sec   0.402 ms   22/  255 (8.6%)
[  3] 25.0-26.0 sec   333 KBytes  2.73 Mbits/sec   0.434 ms   21/  253 (8.3%)
[  3] 26.0-27.0 sec   340 KBytes  2.79 Mbits/sec   0.415 ms   20/  257 (7.8%)
[  3] 27.0-28.0 sec   336 KBytes  2.75 Mbits/sec   0.452 ms   21/  255 (8.2%)
[  3] 28.0-29.0 sec   340 KBytes  2.79 Mbits/sec   0.447 ms   18/  255 (7.1%)
[  3] 29.0-30.0 sec   342 KBytes  2.80 Mbits/sec   0.423 ms   17/  255 (6.7%)
[  3] 30.0-31.0 sec   336 KBytes  2.75 Mbits/sec   0.620 ms   19/  253 (7.5%)
[  3] 31.0-32.0 sec   334 KBytes  2.74 Mbits/sec   0.448 ms   25/  258 (9.7%)
[  3] 32.0-33.0 sec   336 KBytes  2.75 Mbits/sec   0.392 ms   21/  255 (8.2%)
[  3] 33.0-34.0 sec   336 KBytes  2.75 Mbits/sec   0.440 ms   19/  253 (7.5%)
[  3] 34.0-35.0 sec   339 KBytes  2.78 Mbits/sec   0.627 ms   19/  255 (7.5%)
[  3] 35.0-36.0 sec   327 KBytes  2.68 Mbits/sec   0.644 ms   29/  257 (11%)
[  3] 36.0-37.0 sec   339 KBytes  2.78 Mbits/sec   0.514 ms   19/  255 (7.5%)
[  3] 37.0-38.0 sec   332 KBytes  2.72 Mbits/sec   0.412 ms   23/  254 (9.1%)
[  3] 38.0-39.0 sec   333 KBytes  2.73 Mbits/sec   0.594 ms   25/  257 (9.7%)
[  3] 39.0-40.0 sec   339 KBytes  2.78 Mbits/sec   0.425 ms   19/  255 (7.5%)
[  3] 40.0-41.0 sec   337 KBytes  2.76 Mbits/sec   0.415 ms   19/  254 (7.5%)
[  3] 41.0-42.0 sec   336 KBytes  2.75 Mbits/sec   0.404 ms   20/  254 (7.9%)
[  3] 42.0-43.0 sec   336 KBytes  2.75 Mbits/sec   0.443 ms   23/  257 (8.9%)
[  3] 43.0-44.0 sec   342 KBytes  2.80 Mbits/sec   0.523 ms   17/  255 (6.7%)
[  3] 44.0-45.0 sec   336 KBytes  2.75 Mbits/sec   0.418 ms   21/  255 (8.2%)
[  3] 45.0-46.0 sec   334 KBytes  2.74 Mbits/sec   0.555 ms   21/  254 (8.3%)
[  3] 46.0-47.0 sec   334 KBytes  2.74 Mbits/sec   0.411 ms   21/  254 (8.3%)
[  3] 47.0-48.0 sec   333 KBytes  2.73 Mbits/sec   0.405 ms   25/  257 (9.7%)
[  3] 48.0-49.0 sec   336 KBytes  2.75 Mbits/sec   0.436 ms   21/  255 (8.2%)
[  3] 49.0-50.0 sec   337 KBytes  2.76 Mbits/sec   0.403 ms   20/  255 (7.8%)
[  3] 50.0-51.0 sec   340 KBytes  2.79 Mbits/sec   0.437 ms   19/  256 (7.4%)
[  3] 51.0-52.0 sec   340 KBytes  2.79 Mbits/sec   0.405 ms   18/  255 (7.1%)
[  3] 52.0-53.0 sec   342 KBytes  2.80 Mbits/sec   0.464 ms   17/  255 (6.7%)
[  3] 53.0-54.0 sec   339 KBytes  2.78 Mbits/sec   0.420 ms   19/  255 (7.5%)
[  3] 54.0-55.0 sec   340 KBytes  2.79 Mbits/sec   0.411 ms   18/  255 (7.1%)
[  3] 55.0-56.0 sec   333 KBytes  2.73 Mbits/sec   0.415 ms   21/  253 (8.3%)
[  3] 56.0-57.0 sec   332 KBytes  2.72 Mbits/sec   0.446 ms   26/  257 (10%)
[  3] 57.0-58.0 sec   340 KBytes  2.79 Mbits/sec   0.431 ms   18/  255 (7.1%)
[  3] 58.0-59.0 sec   330 KBytes  2.70 Mbits/sec   0.499 ms   25/  255 (9.8%)
[  3] 59.0-60.0 sec   343 KBytes  2.81 Mbits/sec   0.502 ms   18/  257 (7%)
[  3] 60.0-61.0 sec   336 KBytes  2.75 Mbits/sec   0.462 ms   23/  257 (8.9%)
[  3] 61.0-62.0 sec   323 KBytes  2.65 Mbits/sec   0.632 ms   29/  254 (11%)
[  3] 62.0-63.0 sec   332 KBytes  2.72 Mbits/sec   0.499 ms   25/  256 (9.8%)
[  3] 63.0-64.0 sec   333 KBytes  2.73 Mbits/sec   0.520 ms   26/  258 (10%)
[  3] 64.0-65.0 sec   336 KBytes  2.75 Mbits/sec   0.465 ms   23/  257 (8.9%)
[  3] 65.0-66.0 sec   332 KBytes  2.72 Mbits/sec   0.520 ms   22/  253 (8.7%)
[  3] 66.0-67.0 sec   339 KBytes  2.78 Mbits/sec   0.485 ms   20/  256 (7.8%)
[  3] 67.0-68.0 sec   339 KBytes  2.78 Mbits/sec   0.579 ms   20/  256 (7.8%)
[  3] 68.0-69.0 sec   336 KBytes  2.75 Mbits/sec   0.526 ms   19/  253 (7.5%)
[  3] 69.0-70.0 sec   333 KBytes  2.73 Mbits/sec   0.458 ms   24/  256 (9.4%)
[  3] 70.0-71.0 sec   333 KBytes  2.73 Mbits/sec   0.568 ms   24/  256 (9.4%)
[  3] 71.0-72.0 sec   334 KBytes  2.74 Mbits/sec   0.505 ms   21/  254 (8.3%)
[  3] 72.0-73.0 sec   329 KBytes  2.69 Mbits/sec   0.531 ms   28/  257 (11%)
[  3] 73.0-74.0 sec   333 KBytes  2.73 Mbits/sec   0.486 ms   21/  253 (8.3%)
[  3] 74.0-75.0 sec   327 KBytes  2.68 Mbits/sec   0.536 ms   26/  254 (10%)
[  3] 75.0-76.0 sec   327 KBytes  2.68 Mbits/sec   0.470 ms   28/  256 (11%)
[  3] 76.0-77.0 sec   337 KBytes  2.76 Mbits/sec   0.398 ms   22/  257 (8.6%)
[  3] 77.0-78.0 sec   333 KBytes  2.73 Mbits/sec   0.556 ms   23/  255 (9%)
[  3] 78.0-79.0 sec   330 KBytes  2.70 Mbits/sec   0.545 ms   25/  255 (9.8%)
[  3] 79.0-80.0 sec   332 KBytes  2.72 Mbits/sec   0.516 ms   21/  252 (8.3%)
[  3] 80.0-81.0 sec   323 KBytes  2.65 Mbits/sec   0.910 ms   31/  256 (12%)
[  3] 81.0-82.0 sec   322 KBytes  2.63 Mbits/sec   0.525 ms   32/  256 (12%)
[  3] 82.0-83.0 sec   326 KBytes  2.67 Mbits/sec   0.577 ms   29/  256 (11%)
[  3] 83.0-84.0 sec   330 KBytes  2.70 Mbits/sec   0.479 ms   25/  255 (9.8%)
[  3] 84.0-85.0 sec   332 KBytes  2.72 Mbits/sec   0.489 ms   22/  253 (8.7%)
[  3] 85.0-86.0 sec   336 KBytes  2.75 Mbits/sec   0.483 ms   20/  254 (7.9%)
[  3] 86.0-87.0 sec   332 KBytes  2.72 Mbits/sec   0.485 ms   27/  258 (10%)
[  3] 87.0-88.0 sec   337 KBytes  2.76 Mbits/sec   0.521 ms   19/  254 (7.5%)
[  3] 88.0-89.0 sec   337 KBytes  2.76 Mbits/sec   0.486 ms   20/  255 (7.8%)
[  3] 89.0-90.0 sec   330 KBytes  2.70 Mbits/sec   0.528 ms   25/  255 (9.8%)
[  3] 90.0-91.0 sec   326 KBytes  2.67 Mbits/sec   0.440 ms   26/  253 (10%)
[  3] 91.0-92.0 sec   333 KBytes  2.73 Mbits/sec   0.562 ms   25/  257 (9.7%)
[  3] 92.0-93.0 sec   326 KBytes  2.67 Mbits/sec   0.498 ms   29/  256 (11%)
[  3] 93.0-94.0 sec   330 KBytes  2.70 Mbits/sec   0.481 ms   22/  252 (8.7%)
[  3] 94.0-95.0 sec   324 KBytes  2.66 Mbits/sec   0.623 ms   30/  256 (12%)
[  3] 95.0-96.0 sec   333 KBytes  2.73 Mbits/sec   0.476 ms   26/  258 (10%)
[  3] 96.0-97.0 sec   345 KBytes  2.82 Mbits/sec   0.517 ms   14/  254 (5.5%)
[  3] 97.0-98.0 sec   326 KBytes  2.67 Mbits/sec   0.523 ms   26/  253 (10%)
[  3] 98.0-99.0 sec   327 KBytes  2.68 Mbits/sec   0.583 ms   28/  256 (11%)
[  3] 99.0-100.0 sec   333 KBytes  2.73 Mbits/sec   0.570 ms   26/  258 (10%)
[  3] 100.0-101.0 sec   329 KBytes  2.69 Mbits/sec   0.393 ms   27/  256 (11%)
[  3] 101.0-102.0 sec   330 KBytes  2.70 Mbits/sec   0.503 ms   22/  252 (8.7%)
[  3] 102.0-103.0 sec   332 KBytes  2.72 Mbits/sec   0.508 ms   26/  257 (10%)
[  3] 103.0-104.0 sec   332 KBytes  2.72 Mbits/sec   0.600 ms   22/  253 (8.7%)
[  3] 104.0-105.0 sec   329 KBytes  2.69 Mbits/sec   0.562 ms   28/  257 (11%)
[  3] 105.0-106.0 sec   324 KBytes  2.66 Mbits/sec   0.663 ms   27/  253 (11%)
[  3] 106.0-107.0 sec   337 KBytes  2.76 Mbits/sec   0.596 ms   18/  253 (7.1%)
[  3] 107.0-108.0 sec   330 KBytes  2.70 Mbits/sec   0.520 ms   29/  259 (11%)
[  3] 108.0-109.0 sec   329 KBytes  2.69 Mbits/sec   0.472 ms   26/  255 (10%)
[  3] 109.0-110.0 sec   329 KBytes  2.69 Mbits/sec   0.464 ms   27/  256 (11%)
[  3] 110.0-111.0 sec   324 KBytes  2.66 Mbits/sec   0.464 ms   27/  253 (11%)
[  3] 111.0-112.0 sec   333 KBytes  2.73 Mbits/sec   0.517 ms   25/  257 (9.7%)
[  3] 112.0-113.0 sec   330 KBytes  2.70 Mbits/sec   0.464 ms   24/  254 (9.4%)
[  3] 113.0-114.0 sec   334 KBytes  2.74 Mbits/sec   0.501 ms   24/  257 (9.3%)
[  3] 114.0-115.0 sec   339 KBytes  2.78 Mbits/sec   0.677 ms   18/  254 (7.1%)
[  3] 115.0-116.0 sec   334 KBytes  2.74 Mbits/sec   0.542 ms   21/  254 (8.3%)
[  3] 116.0-117.0 sec   332 KBytes  2.72 Mbits/sec   0.618 ms   25/  256 (9.8%)
[  3] 117.0-118.0 sec   332 KBytes  2.72 Mbits/sec   0.506 ms   23/  254 (9.1%)
[  3] 118.0-119.0 sec   336 KBytes  2.75 Mbits/sec   0.463 ms   21/  255 (8.2%)
[  3] 119.0-120.0 sec   339 KBytes  2.78 Mbits/sec   0.500 ms   19/  255 (7.5%)
[  3] 120.0-121.0 sec   332 KBytes  2.72 Mbits/sec   0.547 ms   24/  255 (9.4%)
[  3] 121.0-122.0 sec   339 KBytes  2.78 Mbits/sec   0.590 ms   16/  252 (6.3%)
[  3] 122.0-123.0 sec   333 KBytes  2.73 Mbits/sec   0.400 ms   21/  253 (8.3%)
[  3] 123.0-124.0 sec   339 KBytes  2.78 Mbits/sec   0.459 ms   21/  257 (8.2%)
[  3]  0.0-124.4 sec  40.5 MBytes  2.73 Mbits/sec   0.428 ms 2513/31420 (8%)
