------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.5.0.2 port 5001 connected with 10.1.0.2 port 55097
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   488 KBytes  4.00 Mbits/sec   0.009 ms    0/  340 (0%)
[  3]  1.0- 2.0 sec   488 KBytes  4.00 Mbits/sec   0.017 ms    0/  340 (0%)
[  3]  2.0- 3.0 sec   488 KBytes  4.00 Mbits/sec   0.006 ms    0/  340 (0%)
[  3]  3.0- 4.0 sec   488 KBytes  4.00 Mbits/sec   0.012 ms    0/  340 (0%)
[  3]  4.0- 5.0 sec   488 KBytes  4.00 Mbits/sec   0.018 ms    0/  340 (0%)
[  3]  5.0- 6.0 sec   488 KBytes  4.00 Mbits/sec   0.011 ms    0/  340 (0%)
[  3]  6.0- 7.0 sec   398 KBytes  3.26 Mbits/sec   0.691 ms    0/  277 (0%)
[  3]  7.0- 8.0 sec   395 KBytes  3.23 Mbits/sec   0.687 ms    0/  275 (0%)
[  3]  8.0- 9.0 sec   392 KBytes  3.21 Mbits/sec   0.688 ms    0/  273 (0%)
[  3]  9.0-10.0 sec   396 KBytes  3.25 Mbits/sec   0.689 ms    0/  276 (0%)
[  3] 10.0-11.0 sec   395 KBytes  3.23 Mbits/sec   0.687 ms    0/  275 (0%)
[  3] 29.0-30.0 sec   103 KBytes   847 Kbits/sec   0.135 ms  267/  339 (79%)
[  3] 30.0-31.0 sec   108 KBytes   882 Kbits/sec   0.286 ms  262/  337 (78%)
[  3] 31.0-32.0 sec   105 KBytes   858 Kbits/sec   0.638 ms  271/  344 (79%)
[  3] 32.0-33.0 sec   113 KBytes   929 Kbits/sec   0.203 ms  260/  339 (77%)
[  3] 33.0-34.0 sec   103 KBytes   847 Kbits/sec   0.183 ms  267/  339 (79%)
[  3] 34.0-35.0 sec   113 KBytes   929 Kbits/sec   0.153 ms  260/  339 (77%)
[  3] 35.0-36.0 sec   125 KBytes  1.02 Mbits/sec   0.190 ms  254/  341 (74%)
[  3] 36.0-37.0 sec   116 KBytes   953 Kbits/sec   0.283 ms  258/  339 (76%)
[  3] 37.0-38.0 sec   103 KBytes   847 Kbits/sec   0.652 ms  265/  337 (79%)
[  3] 38.0-39.0 sec  99.1 KBytes   811 Kbits/sec   0.117 ms  270/  339 (80%)
[  3] 39.0-40.0 sec   139 KBytes  1.14 Mbits/sec   0.415 ms  248/  345 (72%)
[  3] 40.0-41.0 sec   105 KBytes   858 Kbits/sec   0.134 ms  266/  339 (78%)
[  3] 41.0-42.0 sec   113 KBytes   929 Kbits/sec   0.452 ms  260/  339 (77%)
[  3] 42.0-43.0 sec   105 KBytes   858 Kbits/sec   0.180 ms  271/  344 (79%)
[  3] 43.0-44.0 sec   113 KBytes   929 Kbits/sec   0.259 ms  259/  338 (77%)
[  3] 44.0-45.0 sec   113 KBytes   929 Kbits/sec   0.170 ms  260/  339 (77%)
[  3] 45.0-46.0 sec   109 KBytes   894 Kbits/sec   0.145 ms  268/  344 (78%)
[  3] 46.0-47.0 sec   106 KBytes   870 Kbits/sec   0.366 ms  258/  332 (78%)
[  3] 47.0-48.0 sec   135 KBytes  1.11 Mbits/sec   0.307 ms  255/  349 (73%)
[  3] 48.0-49.0 sec   116 KBytes   953 Kbits/sec   0.200 ms  260/  341 (76%)
[  3] 49.0-50.0 sec   102 KBytes   835 Kbits/sec   0.247 ms  266/  337 (79%)
[  3] 50.0-51.0 sec   105 KBytes   858 Kbits/sec   0.330 ms  266/  339 (78%)
[  3] 51.0-52.0 sec   105 KBytes   858 Kbits/sec   0.118 ms  266/  339 (78%)
[  3] 52.0-53.0 sec  99.1 KBytes   811 Kbits/sec   0.138 ms  271/  340 (80%)
[  3] 53.0-54.0 sec   106 KBytes   870 Kbits/sec   0.202 ms  272/  346 (79%)
[  3] 54.0-55.0 sec   106 KBytes   870 Kbits/sec   0.139 ms  265/  339 (78%)
[  3] 55.0-56.0 sec   102 KBytes   835 Kbits/sec   0.265 ms  266/  337 (79%)
[  3] 56.0-57.0 sec   100 KBytes   823 Kbits/sec   0.695 ms  272/  342 (80%)
[  3] 57.0-58.0 sec   115 KBytes   941 Kbits/sec   0.203 ms  259/  339 (76%)
[  3] 58.0-59.0 sec   106 KBytes   870 Kbits/sec   0.340 ms  263/  337 (78%)
[  3] 59.0-60.0 sec   103 KBytes   847 Kbits/sec   0.136 ms  274/  346 (79%)
[  3] 60.0-61.0 sec   118 KBytes   964 Kbits/sec   0.183 ms  257/  339 (76%)
[  3] 61.0-62.0 sec   108 KBytes   882 Kbits/sec   0.151 ms  262/  337 (78%)
[  3] 62.0-63.0 sec   116 KBytes   953 Kbits/sec   0.204 ms  258/  339 (76%)
[  3] 63.0-64.0 sec   128 KBytes  1.05 Mbits/sec   0.220 ms  257/  346 (74%)
[  3] 64.0-65.0 sec   116 KBytes   953 Kbits/sec   0.266 ms  258/  339 (76%)
[  3] 65.0-66.0 sec   204 KBytes  1.67 Mbits/sec   0.615 ms  200/  342 (58%)
[  3] 66.0-67.0 sec   471 KBytes  3.86 Mbits/sec   0.654 ms    9/  337 (2.7%)
[  3] 67.0-68.0 sec   111 KBytes   906 Kbits/sec   0.146 ms  262/  339 (77%)
[  3] 68.0-69.0 sec   112 KBytes   917 Kbits/sec   0.236 ms  261/  339 (77%)
[  3] 69.0-70.0 sec   139 KBytes  1.14 Mbits/sec   0.605 ms  249/  346 (72%)
[  3] 70.0-71.0 sec   119 KBytes   976 Kbits/sec   0.532 ms  256/  339 (76%)
[  3] 71.0-72.0 sec   144 KBytes  1.18 Mbits/sec   0.412 ms  240/  340 (71%)
[  3] 72.0-73.0 sec   217 KBytes  1.78 Mbits/sec   0.424 ms  190/  341 (56%)
[  3] 73.0-74.0 sec   175 KBytes  1.43 Mbits/sec   0.202 ms  217/  339 (64%)
[  3] 74.0-75.0 sec   109 KBytes   894 Kbits/sec   0.193 ms  263/  339 (78%)
[  3] 75.0-76.0 sec   109 KBytes   894 Kbits/sec   0.163 ms  261/  337 (77%)
[  3] 76.0-77.0 sec   108 KBytes   882 Kbits/sec   0.155 ms  269/  344 (78%)
[  3] 77.0-78.0 sec   111 KBytes   906 Kbits/sec   0.228 ms  264/  341 (77%)
[  3] 78.0-79.0 sec   116 KBytes   953 Kbits/sec   0.399 ms  263/  344 (76%)
[  3] 79.0-80.0 sec   103 KBytes   847 Kbits/sec   0.718 ms  273/  345 (79%)
[  3] 80.0-81.0 sec   125 KBytes  1.02 Mbits/sec   0.604 ms  252/  339 (74%)
[  3] 81.0-82.0 sec   149 KBytes  1.22 Mbits/sec   0.870 ms  249/  353 (71%)
[  3] 82.0-83.0 sec   134 KBytes  1.09 Mbits/sec   0.779 ms  239/  332 (72%)
[  3] 83.0-84.0 sec   145 KBytes  1.19 Mbits/sec   0.731 ms  241/  342 (70%)
[  3] 84.0-85.0 sec   126 KBytes  1.03 Mbits/sec   0.553 ms  255/  343 (74%)
[  3] 85.0-86.0 sec   135 KBytes  1.11 Mbits/sec   0.757 ms  237/  331 (72%)
[  3] 86.0-87.0 sec   148 KBytes  1.21 Mbits/sec   0.946 ms  244/  347 (70%)
[  3] 87.0-88.0 sec   141 KBytes  1.15 Mbits/sec   0.942 ms  244/  342 (71%)
[  3] 88.0-89.0 sec   187 KBytes  1.53 Mbits/sec   0.519 ms  210/  340 (62%)
[  3] 89.0-90.0 sec   231 KBytes  1.89 Mbits/sec   0.720 ms  187/  348 (54%)
[  3] 90.0-91.0 sec   247 KBytes  2.02 Mbits/sec   0.475 ms  163/  335 (49%)
[  3] 91.0-92.0 sec   208 KBytes  1.71 Mbits/sec   0.880 ms  184/  329 (56%)
[  3] 92.0-93.0 sec   134 KBytes  1.09 Mbits/sec   0.870 ms  259/  352 (74%)
[  3] 93.0-94.0 sec   142 KBytes  1.16 Mbits/sec   0.816 ms  238/  337 (71%)
[  3] 94.0-95.0 sec   121 KBytes   988 Kbits/sec   0.524 ms  240/  324 (74%)
[  3] 95.0-96.0 sec   164 KBytes  1.34 Mbits/sec   0.663 ms  243/  357 (68%)
[  3] 96.0-97.0 sec   123 KBytes  1.01 Mbits/sec   0.582 ms  250/  336 (74%)
[  3] 97.0-98.0 sec   126 KBytes  1.03 Mbits/sec   0.881 ms  252/  340 (74%)
[  3] 98.0-99.0 sec   135 KBytes  1.11 Mbits/sec   0.547 ms  244/  338 (72%)
[  3] 99.0-100.0 sec   123 KBytes  1.01 Mbits/sec   0.625 ms  256/  342 (75%)
[  3] 100.0-101.0 sec   135 KBytes  1.11 Mbits/sec   0.612 ms  249/  343 (73%)
[  3] 101.0-102.0 sec   149 KBytes  1.22 Mbits/sec   1.022 ms  236/  340 (69%)
[  3] 102.0-103.0 sec   243 KBytes  1.99 Mbits/sec   0.696 ms  174/  343 (51%)
[  3] 103.0-104.0 sec   250 KBytes  2.05 Mbits/sec   0.463 ms  170/  344 (49%)
[  3] 104.0-105.0 sec   257 KBytes  2.11 Mbits/sec   0.570 ms  157/  336 (47%)
[  3] 105.0-106.0 sec   240 KBytes  1.96 Mbits/sec   0.544 ms  176/  343 (51%)
[  3] 106.0-107.0 sec   204 KBytes  1.67 Mbits/sec   0.533 ms  188/  330 (57%)
[  3] 107.0-108.0 sec   145 KBytes  1.19 Mbits/sec   0.763 ms  243/  344 (71%)
[  3] 108.0-109.0 sec   129 KBytes  1.06 Mbits/sec   0.649 ms  251/  341 (74%)
[  3] 109.0-110.0 sec   131 KBytes  1.07 Mbits/sec   0.597 ms  252/  343 (73%)
[  3] 110.0-111.0 sec  33.0 KBytes   270 Kbits/sec   0.550 ms   60/   83 (72%)
[  3] 111.0-112.0 sec  0.00 Bytes  0.00 bits/sec   0.550 ms    0/    0 (-nan%)
[  3] 112.0-113.0 sec   132 KBytes  1.08 Mbits/sec   0.792 ms  844/  936 (90%)
[  3] 113.0-114.0 sec   145 KBytes  1.19 Mbits/sec   0.764 ms  236/  337 (70%)
[  3] 114.0-115.0 sec   125 KBytes  1.02 Mbits/sec   0.713 ms  253/  340 (74%)
[  3] 115.0-116.0 sec   126 KBytes  1.03 Mbits/sec   0.735 ms  256/  344 (74%)
[  3] 116.0-117.0 sec   156 KBytes  1.28 Mbits/sec   0.887 ms  233/  342 (68%)
[  3] 117.0-118.0 sec   132 KBytes  1.08 Mbits/sec   0.838 ms  246/  338 (73%)
[  3] 118.0-119.0 sec   125 KBytes  1.02 Mbits/sec   0.795 ms  253/  340 (74%)
[  3] 119.0-120.0 sec   126 KBytes  1.03 Mbits/sec   1.127 ms  251/  339 (74%)
[  3] 120.0-121.0 sec   118 KBytes   964 Kbits/sec   0.739 ms  255/  337 (76%)
[  3] 121.0-122.0 sec   141 KBytes  1.15 Mbits/sec   1.003 ms  247/  345 (72%)
[  3] 122.0-123.0 sec   138 KBytes  1.13 Mbits/sec   0.638 ms  237/  333 (71%)
[  3] 123.0-124.0 sec   200 KBytes  1.63 Mbits/sec   0.501 ms  213/  352 (61%)
[  3] 124.0-125.0 sec   235 KBytes  1.93 Mbits/sec   0.583 ms  173/  337 (51%)
[  3] 125.0-126.0 sec   134 KBytes  1.09 Mbits/sec   0.710 ms  240/  333 (72%)
[  3] 126.0-127.0 sec   129 KBytes  1.06 Mbits/sec   0.687 ms  256/  346 (74%)
[  3] 127.0-128.0 sec   126 KBytes  1.03 Mbits/sec   0.807 ms  248/  336 (74%)
[  3] 128.0-129.0 sec   108 KBytes   882 Kbits/sec   0.454 ms  267/  342 (78%)
[  3] 129.0-130.0 sec   135 KBytes  1.11 Mbits/sec   0.640 ms  244/  338 (72%)
[  3] 130.0-131.0 sec   129 KBytes  1.06 Mbits/sec   0.679 ms  251/  341 (74%)
[  3] 131.0-132.0 sec   131 KBytes  1.07 Mbits/sec   0.839 ms  255/  346 (74%)
[  3] 132.0-133.0 sec   121 KBytes   988 Kbits/sec   0.879 ms  245/  329 (74%)
[  3] 133.0-134.0 sec   134 KBytes  1.09 Mbits/sec   0.744 ms  256/  349 (73%)
[  3] 134.0-135.0 sec   135 KBytes  1.11 Mbits/sec   0.469 ms  244/  338 (72%)
[  3] 135.0-136.0 sec   128 KBytes  1.05 Mbits/sec   0.763 ms  252/  341 (74%)
[  3] 136.0-137.0 sec   134 KBytes  1.09 Mbits/sec   0.729 ms  240/  333 (72%)
[  3] 137.0-138.0 sec   132 KBytes  1.08 Mbits/sec   0.931 ms  257/  349 (74%)
[  3] 138.0-139.0 sec   135 KBytes  1.11 Mbits/sec   0.543 ms  246/  340 (72%)
[  3] 139.0-140.0 sec   132 KBytes  1.08 Mbits/sec   0.685 ms  244/  336 (73%)
[  3] 140.0-141.0 sec   138 KBytes  1.13 Mbits/sec   0.601 ms  243/  339 (72%)
[  3] 141.0-142.0 sec   141 KBytes  1.15 Mbits/sec   0.546 ms  238/  336 (71%)
[  3]  0.0-142.4 sec  22.6 MBytes  1.33 Mbits/sec   0.706 ms 31935/48024 (66%)
