------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.5.0.2 port 5001 connected with 10.1.0.2 port 55768
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   488 KBytes  4.00 Mbits/sec   0.006 ms    0/  340 (0%)
[  3]  1.0- 2.0 sec   488 KBytes  4.00 Mbits/sec   0.004 ms    0/  340 (0%)
[  3]  2.0- 3.0 sec   488 KBytes  4.00 Mbits/sec   0.007 ms    0/  340 (0%)
[  3]  3.0- 4.0 sec   488 KBytes  4.00 Mbits/sec   0.047 ms    0/  340 (0%)
[  3]  4.0- 5.0 sec   488 KBytes  4.00 Mbits/sec   0.018 ms    0/  340 (0%)
[  3]  5.0- 6.0 sec   488 KBytes  4.00 Mbits/sec   0.027 ms    0/  340 (0%)
[  3]  6.0- 7.0 sec   396 KBytes  3.25 Mbits/sec   0.690 ms    0/  276 (0%)
[  3]  7.0- 8.0 sec   396 KBytes  3.25 Mbits/sec   0.703 ms    0/  276 (0%)
[  3]  8.0- 9.0 sec   396 KBytes  3.25 Mbits/sec   0.688 ms    0/  276 (0%)
[  3]  9.0-10.0 sec   395 KBytes  3.23 Mbits/sec   0.700 ms    0/  275 (0%)
[  3] 10.0-11.0 sec   396 KBytes  3.25 Mbits/sec   0.715 ms    0/  276 (0%)
[  3] 11.0-12.0 sec   395 KBytes  3.23 Mbits/sec   0.746 ms    0/  275 (0%)
[  3] 12.0-13.0 sec   412 KBytes  3.38 Mbits/sec   0.520 ms   29/  316 (9.2%)
[  3] 13.0-14.0 sec   224 KBytes  1.83 Mbits/sec   0.240 ms  183/  339 (54%)
[  3] 14.0-15.0 sec   159 KBytes  1.31 Mbits/sec   0.242 ms  228/  339 (67%)
[  3] 15.0-16.0 sec   165 KBytes  1.35 Mbits/sec   0.264 ms  224/  339 (66%)
[  3] 16.0-17.0 sec   177 KBytes  1.45 Mbits/sec   0.505 ms  220/  343 (64%)
[  3] 17.0-18.0 sec   158 KBytes  1.29 Mbits/sec   0.235 ms  231/  341 (68%)
[  3] 18.0-19.0 sec   162 KBytes  1.33 Mbits/sec   0.228 ms  226/  339 (67%)
[  3] 19.0-20.0 sec   164 KBytes  1.34 Mbits/sec   0.256 ms  225/  339 (66%)
[  3] 20.0-21.0 sec   154 KBytes  1.26 Mbits/sec   0.347 ms  230/  337 (68%)
[  3] 21.0-22.0 sec   172 KBytes  1.41 Mbits/sec   0.844 ms  225/  345 (65%)
[  3] 22.0-23.0 sec   165 KBytes  1.35 Mbits/sec   0.316 ms  224/  339 (66%)
[  3] 23.0-24.0 sec   161 KBytes  1.32 Mbits/sec   0.372 ms  228/  340 (67%)
[  3] 24.0-25.0 sec   162 KBytes  1.33 Mbits/sec   0.273 ms  221/  334 (66%)
[  3] 25.0-26.0 sec   174 KBytes  1.42 Mbits/sec   0.329 ms  226/  347 (65%)
[  3] 26.0-27.0 sec   158 KBytes  1.29 Mbits/sec   0.295 ms  229/  339 (68%)
[  3] 27.0-28.0 sec   156 KBytes  1.28 Mbits/sec   0.784 ms  230/  339 (68%)
[  3] 28.0-29.0 sec   161 KBytes  1.32 Mbits/sec   0.322 ms  225/  337 (67%)
[  3] 29.0-30.0 sec   189 KBytes  1.55 Mbits/sec   0.315 ms  213/  345 (62%)
[  3] 30.0-31.0 sec   162 KBytes  1.33 Mbits/sec   0.269 ms  228/  341 (67%)
[  3] 31.0-32.0 sec   156 KBytes  1.28 Mbits/sec   0.310 ms  228/  337 (68%)
[  3] 32.0-33.0 sec   149 KBytes  1.22 Mbits/sec   0.401 ms  235/  339 (69%)
[  3] 33.0-34.0 sec   159 KBytes  1.31 Mbits/sec   0.347 ms  233/  344 (68%)
[  3] 34.0-35.0 sec   167 KBytes  1.36 Mbits/sec   0.286 ms  221/  337 (66%)
[  3] 35.0-36.0 sec   161 KBytes  1.32 Mbits/sec   0.325 ms  232/  344 (67%)
[  3] 36.0-37.0 sec   158 KBytes  1.29 Mbits/sec   0.290 ms  227/  337 (67%)
[  3] 37.0-38.0 sec   178 KBytes  1.46 Mbits/sec   0.377 ms  219/  343 (64%)
[  3] 38.0-39.0 sec   162 KBytes  1.33 Mbits/sec   0.280 ms  226/  339 (67%)
[  3] 39.0-40.0 sec   158 KBytes  1.29 Mbits/sec   0.288 ms  229/  339 (68%)
[  3] 40.0-41.0 sec   152 KBytes  1.25 Mbits/sec   0.766 ms  231/  337 (69%)
[  3] 41.0-42.0 sec   155 KBytes  1.27 Mbits/sec   0.288 ms  231/  339 (68%)
[  3] 42.0-43.0 sec   149 KBytes  1.22 Mbits/sec   0.392 ms  243/  347 (70%)
[  3] 43.0-44.0 sec   156 KBytes  1.28 Mbits/sec   0.231 ms  230/  339 (68%)
