------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.4.0.1 port 5001 connected with 10.3.0.1 port 45381
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  1.07 MBytes  9.01 Mbits/sec   0.008 ms    0/  766 (0%)
[  3]  1.0- 2.0 sec  1.07 MBytes  9.00 Mbits/sec   0.008 ms    0/  765 (0%)
[  3]  2.0- 3.0 sec  1.07 MBytes  9.01 Mbits/sec   0.008 ms    0/  766 (0%)
[  3]  3.0- 4.0 sec  1.07 MBytes  9.01 Mbits/sec   0.008 ms    0/  766 (0%)
[  3]  4.0- 5.0 sec  1.07 MBytes  9.00 Mbits/sec   0.248 ms    0/  765 (0%)
[  3]  5.0- 6.0 sec  1.07 MBytes  9.01 Mbits/sec   0.008 ms    0/  766 (0%)
[  3]  6.0- 7.0 sec   596 KBytes  4.88 Mbits/sec   1.112 ms    0/  415 (0%)
[  3]  7.0- 8.0 sec   593 KBytes  4.86 Mbits/sec   1.115 ms    0/  413 (0%)
[  3]  8.0- 9.0 sec   579 KBytes  4.74 Mbits/sec   0.160 ms  133/  536 (25%)
[  3]  9.0-10.0 sec   524 KBytes  4.29 Mbits/sec   0.354 ms  400/  765 (52%)
[  3] 10.0-11.0 sec   570 KBytes  4.67 Mbits/sec   0.152 ms  373/  770 (48%)
[  3] 11.0-12.0 sec   518 KBytes  4.25 Mbits/sec   0.178 ms  405/  766 (53%)
[  3] 12.0-13.0 sec   533 KBytes  4.36 Mbits/sec   0.146 ms  394/  765 (52%)
[  3] 13.0-14.0 sec   540 KBytes  4.42 Mbits/sec   0.171 ms  386/  762 (51%)
[  3] 14.0-15.0 sec   603 KBytes  4.94 Mbits/sec   0.167 ms  353/  773 (46%)
[  3] 15.0-16.0 sec   512 KBytes  4.20 Mbits/sec   0.177 ms  408/  765 (53%)
[  3] 16.0-17.0 sec   537 KBytes  4.40 Mbits/sec   0.165 ms  392/  766 (51%)
[  3] 17.0-18.0 sec   512 KBytes  4.20 Mbits/sec   0.173 ms  409/  766 (53%)
[  3] 18.0-19.0 sec   505 KBytes  4.14 Mbits/sec   0.189 ms  414/  766 (54%)
[  3] 19.0-20.0 sec   520 KBytes  4.26 Mbits/sec   0.211 ms  403/  765 (53%)
[  3] 20.0-21.0 sec   511 KBytes  4.19 Mbits/sec   0.166 ms  410/  766 (54%)
[  3] 21.0-22.0 sec   524 KBytes  4.29 Mbits/sec   0.199 ms  400/  765 (52%)
[  3] 22.0-23.0 sec   512 KBytes  4.20 Mbits/sec   0.165 ms  409/  766 (53%)
[  3] 23.0-24.0 sec   521 KBytes  4.27 Mbits/sec   0.155 ms  402/  765 (53%)
[  3] 24.0-25.0 sec   520 KBytes  4.26 Mbits/sec   0.160 ms  404/  766 (53%)
[  3] 25.0-26.0 sec   515 KBytes  4.22 Mbits/sec   0.156 ms  406/  765 (53%)
[  3] 26.0-27.0 sec   488 KBytes  4.00 Mbits/sec   0.229 ms  420/  760 (55%)
[  3] 27.0-28.0 sec   606 KBytes  4.96 Mbits/sec   0.222 ms  351/  773 (45%)
[  3] 28.0-29.0 sec   528 KBytes  4.33 Mbits/sec   0.198 ms  397/  765 (52%)
[  3] 29.0-30.0 sec   540 KBytes  4.42 Mbits/sec   0.184 ms  390/  766 (51%)
[  3] 30.0-31.0 sec   534 KBytes  4.37 Mbits/sec   0.160 ms  394/  766 (51%)
[  3] 31.0-32.0 sec   554 KBytes  4.54 Mbits/sec   0.163 ms  380/  766 (50%)
[  3] 32.0-33.0 sec   541 KBytes  4.43 Mbits/sec   0.168 ms  377/  754 (50%)
[  3] 33.0-34.0 sec   619 KBytes  5.07 Mbits/sec   0.216 ms  346/  777 (45%)
[  3] 34.0-35.0 sec   540 KBytes  4.42 Mbits/sec   0.173 ms  390/  766 (51%)
[  3] 35.0-36.0 sec   533 KBytes  4.36 Mbits/sec   0.231 ms  394/  765 (52%)
[  3] 36.0-37.0 sec   520 KBytes  4.26 Mbits/sec   0.250 ms  404/  766 (53%)
[  3] 37.0-38.0 sec   511 KBytes  4.19 Mbits/sec   0.195 ms  410/  766 (54%)
[  3] 38.0-39.0 sec   530 KBytes  4.34 Mbits/sec   0.177 ms  391/  760 (51%)
[  3] 39.0-40.0 sec   581 KBytes  4.76 Mbits/sec   0.147 ms  366/  771 (47%)
[  3] 40.0-41.0 sec   521 KBytes  4.27 Mbits/sec   0.193 ms  403/  766 (53%)
[  3] 41.0-42.0 sec   527 KBytes  4.32 Mbits/sec   0.155 ms  399/  766 (52%)
[  3] 42.0-43.0 sec   502 KBytes  4.12 Mbits/sec   0.163 ms  414/  764 (54%)
[  3] 43.0-44.0 sec   501 KBytes  4.10 Mbits/sec   0.174 ms  405/  754 (54%)
[  3] 44.0-45.0 sec   465 KBytes  3.81 Mbits/sec   0.171 ms  453/  777 (58%)
[  3] 45.0-46.0 sec   525 KBytes  4.30 Mbits/sec   0.155 ms  400/  766 (52%)
[  3] 46.0-47.0 sec   540 KBytes  4.42 Mbits/sec   0.153 ms  389/  765 (51%)
[  3] 47.0-48.0 sec   537 KBytes  4.40 Mbits/sec   0.281 ms  392/  766 (51%)
[  3] 48.0-49.0 sec   527 KBytes  4.32 Mbits/sec   0.296 ms  393/  760 (52%)
[  3] 49.0-50.0 sec   475 KBytes  3.89 Mbits/sec   0.466 ms  439/  770 (57%)
[  3] 50.0-51.0 sec   544 KBytes  4.46 Mbits/sec   0.293 ms  386/  765 (50%)
